0,163
1,133
10,33
11,24
100,10
101,13
110,3
111,2
1000,111
1001,135
1010,26
1011,39
1100,9
1101,14
1110,5
1111,9
10000,128
10001,135
10010,17
10011,17
10100,11
10101,8
10110,9
10111,3
11000,127
11001,116
11010,25
11011,22
11100,17
11101,11
11110,7
11111,5
100000,39
100001,51
100010,2
100011,11
100100,5
100101,5
100110,1
100111,2
101000,37
101001,46
101010,5
101011,9
101100,4
101101,5
101110,4
101111,3
110000,46
110001,37
110010,4
110011,3
110100,3
110101,7
110110,1
110111,2
111000,28
111001,37
111010,8
111011,4
111100,5
111101,7
111110,2
111111,3
1000000,110
1000001,113
1000010,15
1000011,17
1000100,6
1000101,15
1000110,6
1000111,1
1001000,111
1001001,89
1001010,17
1001011,24
1001100,11
1001101,12
1001110,3
1001111,12
1010000,137
1010001,128
1010010,21
1010011,24
1010100,11
1010101,13
1010110,4
1010111,5
1011000,100
1011001,102
1011010,13
1011011,17
1011100,7
1011101,14
1011110,6
1011111,4
1100000,39
1100001,48
1100010,7
1100011,9
1100100,3
1100101,6
1100110,1
1100111,1
1101000,41
1101001,39
1101010,6
1101011,8
1101100,3
1101101,2
1101110,4
1110000,30
1110001,44
1110010,8
1110011,8
1110100,4
1110101,4
1110110,1
1110111,3
1111000,29
1111001,37
1111010,4
1111011,11
1111100,4
1111101,4
1111110,4
10000000,31
10000001,24
10000010,3
10000011,5
10000100,2
10000101,2
10000110,0
10000111,2
10001000,29
10001001,30
10001010,5
10001011,11
10001100,6
10001101,3
10001110,0
10001111,1
10010000,39
10010001,35
10010010,5
10010011,9
10010100,2
10010101,1
10010110,1
10010111,1
10011000,33
10011001,24
10011010,5
10011011,10
10011100,2
10011101,1
10011110,0
10011111,1
10100000,21
10100001,20
10100010,4
10100011,4
10100100,3
10100101,1
10100110,1
10100111,1
10101000,17
10101001,15
10101010,4
10101011,6
10101100,2
10101110,1
10101111,1
10110000,23
10110001,20
10110010,5
10110011,4
10110100,0
10110101,1
10110110,1
10110111,2
10111000,15
10111001,15
10111010,1
10111011,3
10111100,4
10111101,1
10111110,1
10111111,1
11000000,28
11000001,30
11000010,8
11000011,3
11000100,2
11000101,2
11000110,1
11001000,31
11001001,27
11001010,4
11001011,6
11001100,3
11001101,2
11001110,0
11010000,19
11010001,25
11010010,3
11010011,1
11010100,1
11010101,4
11010110,0
11010111,1
11011000,22
11011001,25
11011010,4
11011011,4
11011100,2
11011101,3
11011110,1
11100000,18
11100001,14
11100010,4
11100100,0
11100110,1
11101000,19
11101001,15
11101010,2
11101011,5
11101100,1
11101101,2
11101110,0
11101111,1
11110000,17
11110001,21
11110010,4
11110100,2
11110101,3
11110110,2
11111000,11
11111001,25
11111010,1
11111011,3
11111100,0
