100011101,0
100011110,124
100011111,0
100100000,69
100100001,0
100100010,47
100100011,0
100100100,54
100100101,0
100100110,48
100100111,0
100101000,129
100101001,0
100101010,83
100101011,0
100101100,144
100101101,0
100101110,71
100101111,0
100110000,116
100110001,0
100110010,64
100110011,0
100110100,73
100110101,0
100110110,48
100110111,0
100111000,205
100111001,0
100111010,149
100111011,0
100111100,209
100111101,0
100111110,140
100111111,0
101000000,58
101000001,0
101000010,34
101000011,0
101000100,44
101000101,0
101000110,31
101000111,0
101001000,114
101001001,0
101001010,75
101001011,0
101001100,128
101001101,0
101001110,94
101001111,0
101010000,101
101010001,0
101010010,57
101010011,0
101010100,56
101010101,0
101010110,49
101010111,0
101011000,169
101011001,0
101011010,117
101011011,0
101011100,177
101011101,0
101011110,119
101011111,0
101100000,29
101100001,0
101100010,28
101100011,0
101100100,33
101100101,0
101100110,20
101100111,0
101101000,73
101101001,0
101101010,52
101101011,0
101101100,85
101101101,0
101101110,55
101101111,0
101110000,48
101110001,0
101110010,48
101110011,0
101110100,48
101110101,0
101110110,32
101110111,0
101111000,110
101111001,0
101111010,76
101111011,0
101111100,105
101111101,0
101111110,90
110000000,40
110000001,0
110000010,28
110000011,0
110000100,22
110000101,0
110000110,9
110000111,0
110001000,66
110001001,0
110001010,51
110001011,0
110001100,62
110001101,0
110001110,59
110010000,61
110010001,0
110010010,48
110010011,0
110010100,42
110010110,23
110011000,104
110011001,0
110011010,67
110011011,0
110011100,109
110011101,0
110011110,72
110011111,0
110100000,46
110100001,0
110100010,21
110100100,24
110100101,0
110100110,22
110101000,69
110101001,0
110101010,54
110101011,0
110101100,77
110101101,0
110101110,45
110101111,0
110110000,47
110110001,0
110110010,36
110110011,0
110110100,31
110110101,0
110110110,26
110110111,0
110111000,110
110111001,0
110111010,76
110111011,0
110111100,92
110111101,0
110111110,70
111000000,30
111000001,0
111000010,21
111000011,0
111000100,22
111000101,0
111000110,16
111001000,55
111001001,0
111001010,42
111001011,0
111001100,53
111001110,47
111010000,33
111010001,0
111010010,29
111010011,0
111010100,33
111010101,0
111010110,21
111011000,88
111011001,0
111011010,40
111011011,0
111011100,97
111011110,67
111011111,0
111100000,20
111100001,0
111100010,15
111100100,19
111100101,0
111100110,11
111101000,49
111101001,0
111101010,28
111101011,0
111101100,51
111101101,0
111101110,27
111110000,35
111110001,0
111110010,20
111110011,0
111110100,24
111110110,14
111111000,60
111111001,0
111111010,49
111111011,0
111111100,65
111111110,49
111111111,0
1000000000,64
1000000001,0
1000000010,30
1000000011,0
1000000100,38
1000000101,0
1000000110,29
1000000111,0
1000001000,128
1000001001,0
1000001010,67
1000001011,0
1000001100,104
1000001101,0
1000001110,76
1000001111,0
1000010000,99
1000010001,0
1000010010,77
1000010011,0
1000010100,55
1000010101,0
1000010110,41
1000010111,0
1000011000,170
1000011001,0
1000011010,129
1000011011,0
1000011100,175
1000011101,0
1000011110,124
1000011111,0
1000100000,79
1000100001,0
1000100010,51
1000100011,0
1000100100,39
1000100101,0
1000100110,24
1000100111,0
1000101000,129
1000101001,0
1000101010,71
1000101011,0
1000101100,102
1000101101,0
1000101110,73
1000101111,0
1000110000,99
1000110001,0
1000110010,62
1000110011,0
1000110100,60
1000110101,0
1000110110,49
1000110111,0
1000111000,149
1000111001,0
1000111010,105
1000111011,0
1000111100,166
1000111101,0
1000111110,119
1000111111,0
1001000000,50
1001000001,0
1001000010,41
1001000011,0
1001000100,32
1001000101,0
1001000110,23
1001000111,0
1001001000,122
1001001001,0
1001001010,62
1001001011,0
1001001100,109
1001001101,0
1001001110,88
1001001111,0
1001010000,72
1001010001,0
1001010010,52
1001010011,0
1001010100,51
1001010101,0
1001010110,48
1001010111,0
1001011000,130
1001011001,0
1001011010,109
1001011011,0
1001011100,157
1001011101,0
1001011110,123
1001011111,0
1001100000,26
1001100001,0
1001100010,25
1001100011,0
1001100100,24
1001100101,0
1001100110,13
1001100111,0
1001101000,75
1001101001,0
1001101010,36
1001101011,0
1001101100,81
1001101101,0
1001101110,63
1001101111,0
1001110000,42
1001110001,0
1001110010,30
1001110011,0
1001110100,34
1001110101,0
1001110110,14
1001111000,106
1001111001,0
1001111010,68
1001111011,0
1001111100,122
1001111101,0
1001111110,72
1001111111,0
1010000000,42
1010000001,0
1010000010,28
1010000011,0
1010000100,25
1010000101,0
1010000110,18
1010000111,0
1010001000,84
1010001001,0
1010001010,78
1010001011,0
1010001100,63
1010001101,0
1010001110,51
1010001111,0
1010010000,57
1010010001,0
1010010010,35
1010010011,0
1010010100,31
1010010101,0
1010010110,25
1010010111,0
1010011000,91
1010011001,0
1010011010,70
1010011011,0
1010011100,116
1010011101,0
1010011110,68
1010011111,0
1010100000,36
1010100001,0
1010100010,29
1010100011,0
1010100100,30
1010100101,0
1010100110,15
1010100111,0
1010101000,72
1010101001,0
1010101010,46
1010101011,0
1010101100,66
1010101101,0
1010101110,52
1010101111,0
1010110000,36
1010110001,0
1010110010,37
1010110011,0
1010110100,33
1010110101,0
1010110110,23
1010111000,87
1010111001,0
1010111010,61
1010111011,0
1010111100,86
1010111110,73
1010111111,0
1011000000,26
1011000001,0
1011000010,26
1011000011,0
1011000100,17
1011000101,0
1011000110,17
1011000111,0
1011001000,55
1011001001,0
1011001010,35
1011001011,0
1011001100,64
1011001101,0
1011001110,44
1011001111,0
1011010000,44
1011010001,0
1011010010,27
1011010011,0
1011010100,16
1011010101,0
1011010110,23
1011011000,74
1011011001,0
1011011010,74
1011011011,0
1011011100,77
1011011101,0
1011011110,73
1011011111,0
1011100000,18
1011100001,0
1011100010,17
1011100011,0
1011100100,15
1011100101,0
1011100110,10
1011101000,44
1011101001,0
1011101010,29
1011101011,0
1011101100,38
1011101101,0
1011101110,41
1011101111,0
1011110000,31
1011110001,0
1011110010,19
1011110011,0
1011110100,15
1011110110,15
1011111000,62
1011111001,0
1011111010,53
1011111100,70
1011111101,0
1011111110,41
1100000000,57
1100000001,0
1100000010,51
1100000011,0
1100000100,39
1100000101,0
1100000110,18
1100000111,0
1100001000,129
1100001001,0
1100001010,81
1100001011,0
1100001100,96
1100001101,0
1100001110,76
1100001111,0
1100010000,84
1100010001,0
1100010010,62
1100010011,0
1100010100,63
1100010101,0
1100010110,27
1100010111,0
1100011000,172
1100011001,0
1100011010,116
1100011011,0
1100011100,163
1100011101,0
1100011110,118
1100011111,0
1100100000,54
1100100001,0
1100100010,36
1100100011,0
1100100100,51
1100100101,0
1100100110,34
1100100111,0
1100101000,112
1100101001,0
1100101010,98
1100101011,0
1100101100,112
1100101101,0
1100101110,67
1100101111,0
1100110000,94
1100110001,0
1100110010,56
1100110011,0
1100110100,59
1100110101,0
1100110110,29
1100110111,0
1100111000,157
1100111001,0
1100111010,111
1100111011,0
1100111100,156
1100111101,0
1100111110,103
1100111111,0
1101000000,58
1101000001,0
1101000010,36
1101000011,0
1101000100,21
1101000101,0
1101000110,24
1101000111,0
1101001000,91
1101001001,0
1101001010,80
1101001011,0
1101001100,93
1101001101,0
1101001110,79
1101001111,0
1101010000,69
1101010001,0
1101010010,44
1101010011,0
1101010100,53
1101010101,0
1101010110,28
1101010111,0
1101011000,148
1101011001,0
1101011010,89
1101011011,0
1101011100,144
1101011101,0
1101011110,96
1101011111,0
1101100000,25
1101100001,0
1101100010,25
1101100011,0
1101100100,27
1101100101,0
1101100110,11
1101100111,0
1101101000,81
1101101001,0
1101101010,49
1101101011,0
1101101100,71
1101101101,0
1101101110,42
1101101111,0
1101110000,41
1101110001,0
1101110010,29
1101110011,0
1101110100,31
1101110101,0
1101110110,13
1101110111,0
1101111000,79
1101111001,0
1101111010,65
1101111011,0
1101111100,103
1101111101,0
1101111110,72
1101111111,0
1110000000,28
1110000001,0
1110000010,22
1110000011,0
1110000100,23
1110000101,0
1110000110,11
1110000111,0
1110001000,67
1110001001,0
1110001010,49
1110001011,0
1110001100,77
1110001101,0
1110001110,35
1110001111,0
1110010000,38
1110010001,0
1110010010,36
1110010011,0
1110010100,31
1110010101,0
1110010110,16
1110010111,0
1110011000,102
1110011001,0
1110011010,51
1110011011,0
1110011100,86
1110011101,0
1110011110,69
1110011111,0
1110100000,35
1110100001,0
1110100010,20
1110100011,0
1110100100,21
1110100101,0
1110100110,12
1110101000,60
1110101001,0
1110101010,53
1110101011,0
1110101100,64
1110101101,0
1110101110,39
1110101111,0
1110110000,46
1110110001,0
1110110010,38
1110110011,0
1110110100,36
1110110110,14
1110111000,73
1110111001,0
1110111010,54
1110111011,0
1110111100,90
1110111101,0
1110111110,54
1110111111,0
1111000000,30
1111000001,0
1111000010,18
1111000011,0
1111000100,14
1111000101,0
1111000110,9
1111000111,0
1111001000,48
1111001001,0
1111001010,51
1111001011,0
1111001100,57
1111001101,0
1111001110,39
1111001111,0
1111010000,32
1111010001,0
1111010010,26
1111010011,0
1111010100,20
1111010101,0
1111010110,19
1111011000,63
1111011001,0
1111011010,56
1111011011,0
1111011100,80
1111011101,0
1111011110,50
1111100000,19
1111100001,0
1111100010,9
1111100100,17
1111100110,8
1111100111,0
1111101000,54
1111101001,0
1111101010,34
1111101011,0
1111101100,38
1111101101,0
1111101110,33
1111101111,0
1111110000,24
1111110001,0
1111110010,18
1111110011,0
1111110100,22
1111110110,9
1111111000,51
1111111001,0
1111111010,32
1111111011,0
1111111100,52
1111111101,0
1111111110,29
